id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
2599,Maren Morris,US,USA,Musician,marenmorris,5000000,F,medium,style_influence,Country-pop singer
2600,Kelsea Ballerini,US,USA,Musician,kelseaballerini,5000000,F,medium,style_influence,Country-pop singer
2601,Dan + Shay,US,USA,Musician,danandshay,3000000,M,medium,watch_only,Country duo
2602,Florida Georgia Line,US,USA,Musician,,3000000,M,medium,watch_only,Country duo
2603,Kenny Chesney,US,USA,Musician,kennychesney,3000000,M,medium,watch_only,Country legend
2604,Garth Brooks,US,USA,Musician,,1500000,M,medium,watch_only,Country GOAT
2605,Rihanna,US,USA,Musician,badgalriri,150000000,F,high,collab_candidate,"Pop star, Fenty Beauty founder"
2606,Mary J. Blige,US,USA,Musician,maryjblige,11000000,F,high,style_influence,Queen of Hip-Hop Soul
2607,Whitney Houston (legacy),US,USA,Musician,,,F,high,watch_only,Pop legend (deceased)
2608,Aretha Franklin (legacy),US,USA,Musician,,,F,medium,watch_only,Soul legend (deceased)
2609,Michael Jackson (legacy),US,USA,Musician,,,M,high,watch_only,King of Pop (deceased)
2610,Prince (legacy),US,USA,Musician,,,M,high,watch_only,Music legend (deceased)
2611,David Bowie (legacy),US,UK,Musician,,,M,high,watch_only,"Rock legend (deceased), iconic glasses"
2612,John Lennon (legacy),US,UK,Musician,,,M,high,watch_only,"Beatles legend (deceased), round glasses icon"
2613,Freddie Mercury (legacy),US,UK,Musician,,,M,high,watch_only,Queen legend (deceased)
2614,Mick Jagger,US,UK,Musician,,1500000,M,medium,watch_only,Rolling Stones lead
2615,Keith Richards,US,UK,Musician,,500000,M,medium,watch_only,Rolling Stones guitarist
2616,Rory McIlroy,US,Ireland,Athlete,mcilroyrory,3000000,M,medium,watch_only,Golf star
2617,Dustin Johnson,US,USA,Athlete,,1500000,M,medium,watch_only,Golf star
2618,Jon Rahm,US,Spain,Athlete,jonrahm10,1500000,M,medium,watch_only,Spanish golf star
2619,Iga Swiatek,US,Poland,Athlete,iga.swiatek,3000000,F,medium,watch_only,Tennis world no.1
2620,Aryna Sabalenka,US,Belarus,Athlete,arynasabalenka,2000000,F,medium,style_influence,Tennis star
2621,Anthony Joshua,US,UK,Athlete,anthonyjoshua,14000000,M,high,collab_candidate,British boxing champion
2622,Tyson Fury,US,UK,Athlete,tyson_fury,7000000,M,medium,watch_only,"Boxing champion, Gypsy King"
2623,Canelo Álvarez,US,Mexico,Athlete,canelo,14000000,M,medium,style_influence,Mexican boxing superstar
2624,Khabib Nurmagomedov,US,Russia,Athlete,khabib_nurmagomedov,36000000,M,medium,watch_only,UFC champion
2625,Israel Adesanya,US,Nigeria,Athlete,stylebender,11000000,M,high,style_influence,"UFC champion, fashion icon"
2626,Alex Pereira,US,Brazil,Athlete,poatanofficial,5000000,M,medium,watch_only,UFC champion
2627,Jon Jones,US,USA,Athlete,jonnybones,2000000,M,medium,watch_only,UFC heavyweight champion
2628,Dustin Poirier,US,USA,Athlete,dustinpoirier,3000000,M,medium,watch_only,UFC fighter
2629,Michael Phelps,US,USA,Athlete,m_phelps00,6000000,M,high,collab_candidate,Greatest Olympic swimmer
2630,Katie Ledecky,US,USA,Athlete,katieledecky,1500000,F,medium,watch_only,Swimming champion
2631,Caeleb Dressel,US,USA,Athlete,,800000,M,medium,watch_only,Olympic swimming champion
2632,Jordan Chiles,US,USA,Athlete,jordanchiles,2500000,F,high,style_influence,Olympic gymnast
2633,Sunisa Lee,US,USA,Athlete,sunisamlee,1500000,F,high,style_influence,Olympic gymnast
2634,Suni Lee (alt),US,USA,Athlete,,1200000,F,medium,watch_only,duplicate guard
2635,Mikaela Shiffrin,US,USA,Athlete,mikaelashiffrin,1600000,F,medium,watch_only,Skiing GOAT
2636,Shaun White,US,USA,Athlete,shaunwhite,2000000,M,high,style_influence,Snowboarding legend
2637,Grace Helbig,US,USA,YouTuber,gracehelbig,3000000,F,medium,watch_only,US YouTuber
2638,Hannah Hart,US,USA,YouTuber,,1000000,F,medium,watch_only,US YouTuber My Drunk Kitchen
2639,Tyler Oakley,US,USA,YouTuber,tyleroakley,6000000,M,medium,watch_only,LGBTQ+ YouTuber
2640,Shane Dawson,US,USA,YouTuber,shanedawson,12000000,M,medium,watch_only,US YouTuber
2641,Nikita Dragun,US,USA,Beauty Influencer,nikitadragun,9000000,F,high,collab_candidate,Trans beauty influencer
2642,Anthony Padilla,US,USA,YouTuber,anthpadilla,4000000,M,medium,watch_only,US YouTuber Smosh
2643,Pewdiepie,US,USA,YouTuber,pewdiepie,14000000,M,medium,watch_only,Swedish YouTuber based in UK/US
2644,Marques Brownlee,US,USA,YouTuber,mkbhd,3000000,M,medium,watch_only,Tech YouTuber
2645,Linus Tech Tips,US,Canada,YouTuber,,1500000,M,medium,watch_only,Canadian tech YouTuber
2646,Mark Rober,US,USA,YouTuber,markrober,4000000,M,medium,watch_only,Science/engineering YouTuber
2647,SSSniperWolf,US,USA,Gaming Influencer,sssniperwolf,12000000,F,high,collab_candidate,Gaming influencer
2648,Pokimane,US,USA,Gaming Influencer,pokimanelol,8000000,F,high,style_influence,Twitch star
2649,xQc,US,Canada,Gaming Influencer,,3000000,M,medium,watch_only,Twitch streamer
2650,Bryce Hall,US,USA,TikToker,brycehall,5000000,M,medium,watch_only,TikTok star Sway House
2651,Chase Hudson,US,USA,TikToker,lilhuddy,10000000,M,medium,style_influence,"TikTok star, musician"
2652,Vinnie Hacker,US,USA,TikToker,vinniehacker,9000000,M,high,style_influence,TikTok star
2653,Noah Beck,US,USA,TikToker,noahbeck,15000000,M,medium,style_influence,TikTok star
2654,Amelie Zilber,US,USA,TikToker,ameliezilber,4000000,F,high,style_influence,US TikTok creator
2655,Brent Rivera,US,USA,YouTuber,brentrivera,11000000,M,medium,watch_only,YouTube-TikTok star
2656,Lexi Rivera,US,USA,TikToker,lexibrook,9000000,F,medium,style_influence,TikTok star
2657,Ben Azelart,US,USA,YouTuber,,3000000,M,medium,watch_only,YouTube pranks
2658,Stokes Twins,US,USA,YouTuber,,2000000,M,medium,watch_only,YouTube prank duo
2659,FaZe Rug,US,USA,YouTuber,fazerug,8000000,M,medium,watch_only,FaZe Clan YouTuber
2660,Airrack,US,USA,YouTuber,,2000000,M,medium,watch_only,YouTube stunt creator
2661,MoistCritical,US,USA,YouTuber,,2000000,M,medium,watch_only,YouTube commentary
2662,Penguinz0,US,USA,YouTuber,,1500000,M,medium,watch_only,YouTube commentary
2663,JoJo Siwa,US,USA,Influencer,itsjojosiwa,11000000,F,high,collab_candidate,Pop singer-influencer
2664,Olivia Jade,US,USA,Influencer,oliviajade,1500000,F,high,style_influence,Beauty influencer
2665,Kelianne Stankus,US,USA,TikToker,,2000000,F,medium,style_influence,TikTok dance creator
2666,Hannah Stocking,US,USA,Influencer,hannahstocking,10000000,F,high,collab_candidate,Instagram comedian-model
2667,Lele Pons,US,USA,Influencer,lelepons,49000000,F,high,collab_candidate,Venezuelan-American influencer
2668,Gigi Gorgeous,US,USA,YouTuber,gigigorgeous,3000000,F,high,style_influence,Trans beauty YouTuber
2669,Miles McKenna,US,USA,YouTuber,,1000000,M,medium,watch_only,LGBTQ+ YouTuber
2670,Hunter Moreno,US,USA,TikToker,,1500000,M,medium,watch_only,TikTok creator
2671,Dude Perfect,US,USA,YouTuber,dudeperfect,4000000,M,medium,watch_only,Sports trick shot YouTube group
2672,Elon Musk,US,USA,Business/Founder,elonmusk,210000000,M,medium,watch_only,"Tesla, SpaceX, X founder"
2673,Jeff Bezos,US,USA,Business/Founder,jeffbezos,6000000,M,medium,watch_only,Amazon founder
2674,Mark Zuckerberg,US,USA,Business/Founder,zuck,13000000,M,medium,watch_only,Meta CEO
2675,Bill Gates,US,USA,Business/Founder,thisisbillgates,6000000,M,medium,watch_only,"Microsoft founder, philanthropist"
2676,Oprah Winfrey (2),US,USA,Business/Founder,oprah,21000000,F,high,collab_candidate,Media mogul duplicate guard
2677,Sara Blakely,US,USA,Business/Founder,sarablakely,2000000,F,high,collab_candidate,Spanx founder
2678,Gary Vaynerchuk,US,USA,Business/Founder,garyvee,10000000,M,medium,watch_only,VaynerMedia founder
2679,Tony Robbins,US,USA,Business/Founder,tonyrobbins,5000000,M,medium,watch_only,Motivational speaker
2680,Grant Cardone,US,USA,Business/Founder,grantcardone,3000000,M,medium,watch_only,Business influencer
2681,Fernando Tatis Jr.,US,USA,Athlete,fernandotatisjr,3000000,M,high,style_influence,Dominican MLB star
2682,Ronald Acuña Jr.,US,USA,Athlete,ronaldacuna24,3000000,M,medium,style_influence,Venezuelan MLB star
2683,Juan Soto,US,USA,Athlete,,1500000,M,medium,watch_only,Dominican MLB star
2684,Wander Franco,US,USA,Athlete,,1000000,M,medium,watch_only,Dominican MLB shortstop
2685,Julio Rodríguez,US,USA,Athlete,julioelniño44,1000000,M,medium,watch_only,Dominican MLB star
2686,Spencer Strider,US,USA,Athlete,,500000,M,medium,watch_only,MLB pitcher
2687,Corbin Carroll,US,USA,Athlete,,400000,M,medium,watch_only,MLB outfielder
2688,Corey Seager,US,USA,Athlete,,600000,M,medium,watch_only,MLB star
2689,Christian Yelich,US,USA,Athlete,,700000,M,medium,watch_only,MLB MVP
2690,Mike Trout,US,USA,Athlete,miketrout27,1200000,M,medium,watch_only,MLB GOAT outfielder
2691,Anthony Davis,US,USA,Athlete,anthonydavis23,10000000,M,medium,style_influence,NBA center
2692,Draymond Green,US,USA,Athlete,money23green,4000000,M,medium,watch_only,NBA Golden State Warriors
2693,Klay Thompson,US,USA,Athlete,klaythompson,12000000,M,medium,style_influence,NBA sharpshooter
2694,Chris Paul,US,USA,Athlete,cp3,15000000,M,medium,style_influence,NBA point god
2695,Paul George,US,USA,Athlete,ygtrece13,13000000,M,medium,style_influence,NBA star
2696,Karl-Anthony Towns,US,USA,Athlete,ktown41,5000000,M,medium,style_influence,Dominican-American NBA star
2697,Bam Adebayo,US,USA,Athlete,bamadebayo,3000000,M,medium,watch_only,NBA center
2698,Nikola Jokić,US,Serbia,Athlete,,3000000,M,medium,watch_only,NBA MVP Joker
2699,Joel Embiid,US,USA,Athlete,joelembiid,8000000,M,medium,style_influence,Cameroonian-US NBA star
2700,Shai Gilgeous-Alexander,US,Canada,Athlete,shaigildeousalexander,5000000,M,high,style_influence,Canadian-Guyanese NBA star
2701,Gilbert Arenas,US,USA,Athlete,gilbertarenas,4000000,M,medium,watch_only,NBA legend
2702,DK Metcalf,US,USA,Athlete,dkm14,2000000,M,high,style_influence,NFL wide receiver
2703,CeeDee Lamb,US,USA,Athlete,cdlam88,3000000,M,medium,style_influence,NFL wide receiver
2704,Baker Mayfield,US,USA,Athlete,bakermayfield,2000000,M,medium,watch_only,NFL QB
2705,Tinashe,US,USA,Musician,tinashenow,6000000,F,high,style_influence,R&B pop singer
2706,Demi Lovato (2),US,USA,Musician,,88000000,F,medium,style_influence,dedup guard
2707,Melanie Martinez,US,USA,Musician,crybabymm,10000000,F,high,style_influence,"Pop-dark singer, glasses wearer"
2708,Troye Sivan (US),US,USA,Musician,,16000000,M,high,style_influence,dedup guard
2709,Billie Marten,US,USA,Musician,,800000,F,medium,style_influence,Indie folk singer
2710,Chloe Bailey,US,USA,Musician,chloebailey,8000000,F,high,collab_candidate,R&B singer actress Grown-ish
2711,Victoria Monet,US,USA,Musician,victoriamonet,3000000,F,high,style_influence,R&B singer Grammy winner
2712,Tyla,US,South Africa,Musician,tyla,6000000,F,high,collab_candidate,South African-Amapiano star Water
2713,Dr. Dre,US,USA,Musician,drdre,8000000,M,medium,watch_only,"Rap mogul, Beats headphones"
2714,Nas,US,USA,Musician,nas,8000000,M,medium,watch_only,Rap legend
2715,2Pac (legacy),US,USA,Musician,,,M,medium,watch_only,Rap legend (deceased)
2716,Notorious B.I.G. (legacy),US,USA,Musician,,,M,medium,watch_only,Rap legend (deceased)
2717,DMX (legacy),US,USA,Musician,,,M,medium,watch_only,Rap legend (deceased)
2718,Busta Rhymes,US,USA,Musician,bustarhymes,6000000,M,medium,watch_only,Rap legend
2719,Missy Elliott,US,USA,Musician,missyelliott,8000000,F,high,style_influence,"Rap legend, fashion icon"
2720,Lil Kim,US,USA,Musician,lilkimthequeenbee,8000000,F,high,style_influence,Rap queen
2721,Nicki Minaj (2),US,USA,Musician,,228000000,F,high,style_influence,dedup guard
2722,Playboi Carti,US,USA,Musician,playboicarti,10000000,M,high,style_influence,"Rapper, opium aesthetic"
2723,Trippie Redd,US,USA,Musician,trippieredd,10000000,M,high,style_influence,Rapper
2724,6ix9ine,US,USA,Musician,6ix9ine,23000000,M,medium,style_influence,Rapper
2725,Tekashi 6ix9ine,US,USA,Musician,,20000000,M,medium,watch_only,dedup guard
2726,Kevin Gates,US,USA,Musician,iamkevingates,10000000,M,medium,watch_only,Rapper
2727,Moneybagg Yo,US,USA,Musician,moneybaggyo,9000000,M,medium,style_influence,Rapper
2728,42 Dugg,US,USA,Musician,,3000000,M,medium,watch_only,Rapper
2729,Sleepy Hallow,US,USA,Musician,,2000000,M,medium,watch_only,Rapper
2730,Fivio Foreign,US,USA,Musician,fivioforeign,4000000,M,medium,style_influence,Brooklyn drill rapper
2731,Pop Smoke (2),US,USA,Musician,,,M,medium,watch_only,dedup guard
2732,JT City Girls,US,USA,Musician,jtcitygirlss,4000000,F,medium,style_influence,City Girls member
2733,Marsha Ambrosius,US,USA,Musician,,1000000,F,medium,watch_only,R&B singer Floetry
2734,H.E.R. (2),US,USA,Musician,,5000000,F,high,style_influence,dedup guard
2735,Camila Cabello (2),US,USA,Musician,,65000000,F,medium,style_influence,dedup guard
2736,Jonas Brothers,US,USA,Musician,jonasbrothers,14000000,M,medium,style_influence,Pop trio
2737,James Blunt,US,UK,Musician,jamesblunt,3000000,M,medium,watch_only,UK singer
2738,Hozier,US,Ireland,Musician,hozier,8000000,M,medium,style_influence,Irish singer Take Me to Church
2739,Dermot Kennedy,US,Ireland,Musician,dermotkennedy,4000000,M,medium,style_influence,Irish singer
2740,Passenger (UK),US,UK,Musician,,2000000,M,medium,watch_only,UK singer-songwriter
2741,Tom Walker,US,UK,Musician,tomwalkermusic,1500000,M,medium,watch_only,UK singer
2742,Declan McKenna,US,UK,Musician,,500000,M,medium,style_influence,UK indie singer
2743,Maisie Peters,US,UK,Musician,maisiepeterss,2000000,F,medium,style_influence,UK pop singer
2744,Dodie Clark,US,UK,YouTuber,doddleoddle,2000000,F,medium,style_influence,UK singer-YouTuber
2745,Cavetown,US,UK,Musician,,1000000,M,medium,style_influence,UK indie singer
2746,Glass Animals,US,UK,Musician,,1200000,M,medium,watch_only,UK indie band
2747,Arctic Monkeys,US,UK,Musician,,4000000,M,high,style_influence,"UK rock band, Alex Turner glasses icon"
2748,The 1975,US,UK,Musician,the1975,5000000,M,high,style_influence,UK indie band
2749,Blur,US,UK,Musician,,1000000,M,medium,watch_only,UK Britpop band
2750,Oasis (reunion),US,UK,Musician,,5000000,M,medium,watch_only,UK Britpop band
2751,Paul McCartney,US,UK,Musician,paulmccartney,4000000,M,medium,watch_only,Beatles legend
2752,Ringo Starr,US,UK,Musician,ringostarrmusic,1500000,M,medium,watch_only,Beatles legend
2753,Cliff Richard,US,UK,Musician,,800000,M,medium,watch_only,UK pop legend
2754,David Beckham,US,UK,Athlete,davidbeckham,86000000,M,high,collab_candidate,"Football icon, fashion mogul"
2755,Victoria Beckham,US,UK,Influencer,victoriabeckham,32000000,F,high,collab_candidate,"Spice Girl, fashion designer"
2756,Brooklyn Beckham,US,UK,Influencer,brooklynbeckham,14000000,M,high,collab_candidate,"Beckham son, photographer-influencer"
2757,Romeo Beckham,US,UK,Athlete,romeobeckham,4000000,M,high,collab_candidate,"Beckham son, footballer"
2758,Tom Brady (2),US,USA,Athlete,,12000000,M,high,style_influence,dedup guard
2759,Cristiano Ronaldo (US),US,Portugal,Athlete,,638000000,M,high,collab_candidate,dedup guard
2760,RM (Kim Namjoon),East Asia (Korea),South Korea,K-Pop Idol,rkive,40000000,M,high,collab_candidate,"Wears glasses, intellectual style"
2761,Jin (Kim Seokjin),East Asia (Korea),South Korea,K-Pop Idol,jin,37000000,M,medium,collab_candidate,Worldwide handsome
2762,Suga (Min Yoongi),East Asia (Korea),South Korea,K-Pop Idol,agustd,32000000,M,high,collab_candidate,Wears glasses frequently
2763,J-Hope (Jung Hoseok),East Asia (Korea),South Korea,K-Pop Idol,j.hope,40000000,M,high,collab_candidate,"LV ambassador, wears shades"
2764,Jimin (Park Jimin),East Asia (Korea),South Korea,K-Pop Idol,j.m,49000000,M,medium,collab_candidate,Dior ambassador
2765,V (Kim Taehyung),East Asia (Korea),South Korea,K-Pop Idol,thv,62000000,M,high,collab_candidate,"Celine ambassador, wears glasses"
2766,Jungkook (Jeon Jungkook),East Asia (Korea),South Korea,K-Pop Idol,jungkook.97,55000000,M,medium,collab_candidate,
2767,BTS Official,East Asia (Korea),South Korea,K-Pop Idol,bts.bighitofficial,70000000,M,unknown,collab_candidate,Group account
2768,Jennie (Kim Jennie),East Asia (Korea),South Korea,K-Pop Idol,jennierubyjane,82000000,F,high,collab_candidate,"Chanel ambassador, wears shades"
2769,Lisa (Lalisa Manoban),East Asia (Korea),Thailand,K-Pop Idol,lalalalisa_m,100000000,F,high,collab_candidate,"Celine ambassador, fashion icon"
2770,Jisoo (Kim Jisoo),East Asia (Korea),South Korea,K-Pop Idol,sooyaaa__,79000000,F,high,collab_candidate,"Dior ambassador, wears glasses"
2771,Rosé (Roseanne Park),Oceania,New Zealand,K-Pop Idol,roses_are_rosie,73000000,F,high,collab_candidate,
2772,Karina (Yoo Jimin),East Asia (Korea),South Korea,K-Pop Idol,aespa_official,8000000,F,medium,collab_candidate,
2773,Winter (Kim Minjeong),East Asia (Korea),South Korea,K-Pop Idol,aespa_official,8000000,F,medium,collab_candidate,
2774,Ningning (Ning Yizhuo),East Asia (Korea),China,K-Pop Idol,aespa_official,8000000,F,medium,collab_candidate,
2775,Giselle (Uchinaga Aeri),East Asia (Korea),Japan,K-Pop Idol,aespa_official,8000000,F,medium,collab_candidate,
2776,Minji (Kim Minji),East Asia (Korea),South Korea,K-Pop Idol,newjeans_official,10000000,F,high,collab_candidate,"Wears glasses, fashion-forward"
2777,Hanni (Pham Ngoc Han),East Asia (Korea),Vietnam,K-Pop Idol,newjeans_official,10000000,F,medium,collab_candidate,
2778,Haerin (Kang Haerin),East Asia (Korea),South Korea,K-Pop Idol,newjeans_official,10000000,F,medium,collab_candidate,
2779,Danielle (Marsh Danielle),Oceania,Australia,K-Pop Idol,newjeans_official,10000000,F,medium,collab_candidate,
2780,Hyein (Lee Hyein),East Asia (Korea),South Korea,K-Pop Idol,newjeans_official,10000000,F,medium,collab_candidate,
2781,Sakura (Miyawaki Sakura),East Asia (Korea),Japan,K-Pop Idol,le_sserafim,10000000,F,medium,collab_candidate,
2782,Kim Chaewon,East Asia (Korea),South Korea,K-Pop Idol,le_sserafim,10000000,F,medium,collab_candidate,
2783,Huh Yunjin,East Asia (Korea),South Korea,K-Pop Idol,le_sserafim,10000000,F,medium,collab_candidate,
2784,Kazuha (Nakamura Kazuha),East Asia (Korea),Japan,K-Pop Idol,le_sserafim,10000000,F,medium,collab_candidate,
2785,Hong Eunchae,East Asia (Korea),South Korea,K-Pop Idol,le_sserafim,10000000,F,medium,collab_candidate,
2786,Yujin (An Yujin),East Asia (Korea),South Korea,K-Pop Idol,ivestarship,10000000,F,medium,collab_candidate,
2787,Gaeul (Kim Gaeul),East Asia (Korea),South Korea,K-Pop Idol,ivestarship,10000000,F,medium,collab_candidate,
2788,Wonyoung (Jang Wonyoung),East Asia (Korea),South Korea,K-Pop Idol,jang_wonyoung,19000000,F,high,collab_candidate,"Wears glasses, fashion icon"
2789,Liz (Kim Jiyeon),East Asia (Korea),South Korea,K-Pop Idol,ivestarship,10000000,F,medium,collab_candidate,
2790,Rei (Naoi Rei),East Asia (Korea),Japan,K-Pop Idol,ivestarship,10000000,F,medium,collab_candidate,
2791,Leeseo (Lee Hyunseo),East Asia (Korea),South Korea,K-Pop Idol,ivestarship,10000000,F,medium,collab_candidate,
